Date,Tweet,User_Location,sentiment,sentiment_label
2023-05-25,"RT @drdave1999: A Texas high school had to postpone its graduation when only 5 seniors qualified (!!!!).

Said one parent, “Of course, with…",Thailand & Oregon,0.390625,Positive
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,"RT @NMLite: #Barbie The Album featuring @NICKIMINAJ is now available for pre-order. 

The full soundtrack drops July 21! 💞

 https://t.co/4…","Easley, SC",0.41875,Positive
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",Seoul,0.0,Neutral
2023-05-25,"RT @UndawnGame: ⚠️Attention Ravens⚠️

To celebrate 🎉 the launch of Undawn we're giving away an iPhone 14!

Make sure to follow our account…",,0.5,Positive
2023-05-25,"RT @librakosmos: Jimin made an Apple Music playlist!! 🌷🎶

https://t.co/QYNBQvY0be",,0.0,Neutral
2023-05-25,@TPLINKUS @TPLINKHelp your iOS app fails checking for Deco updates (local and remote networks). This has been broken for at least the last 3 versions. Anyone checking into this? Can’t find email/human support anywhere. Not a good experience. https://t.co/hrTWJ6mlwR,Chile,-0.08571428571428573,Negative
2023-05-25,RT @RepSwalwell: As America approaches default Kevin McCarthy would rather take a break than work to protect your job and savings. If this…,"Pittsburgh, PA",0.0,Neutral
2023-05-25,"5/7
 The moovy app for IOS and Android will be released soon, so prepare your phones for this fire! 😎🔥 https://t.co/ezeo1gjPs5",,0.0,Neutral
2023-05-25,"RT @BoDietl: In case you missed me this morning on Sid &amp; Friends, tune in using the link below! Don't forget to tune in every Tuesday morni…",United States,0.0,Neutral
2023-05-25,RT @lorigspeaks: Apple. Tree.,New York City,0.0,Neutral
2023-05-25,"3 IN 1 Wireless Charger Stand For Magsafe  iPhone 14 13 12 11 Pro Max XS XR 15W Qi Fast Charging Dock for AirPods Pro 2 3 iWatch 1LHIGES

https://t.co/Q5YuGxAs7h https://t.co/fdZupXuy6L",,0.2,Positive
2023-05-25,"@rexthetvterrier High Desert on Apple, Jury Duty on Prime!","Brooklyn, baby.",0.2,Positive
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",ひょーいとひょーいとひょひょいと\関東っ！/,0.0,Neutral
2023-05-25,@MandoTrading Apple,,0.0,Neutral
2023-05-25,Still on replay 🥲 I miss TWICE 🫶🏻🫶🏻 https://t.co/CR2dxJS9lh,🇯🇵,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,Jumm  https://t.co/BNBILyuegY,,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,@dnylsteph real cuz the ipad comes everywhere,im lost in outerspace 🪐,0.2,Positive
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,"RT @Kamiyo_A: The second winner tonight. She won an IPhone 13. 

#RenewedHopeConcert https://t.co/p0mtyipMd5","Jos, Nigeria/ Kano, Nigeria. ",0.0,Neutral
2023-05-25,"Precision Screwdriver Set, 24 in 1 Magnetic Driver Kit, Upgraded S2 Steel Professional Screwdriver Kit with 23 Bit for IPhone LZSDAB1

https://t.co/bZcBHd5sEm",,0.1,Positive
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,RT @lakeyah: The way megan rode this mf … needs to be studied 🫣 https://t.co/92RDy7Kuvz,,0.0,Neutral
2023-05-25,"RT @AStarlightsPast: 🍎Apple Blossom au!💔 ft Howdy! 🐛

🦐Shrimp is a dreamer and lover💔

#WelcomeHome #WallyDarling #HowdyPillar #WallyDarlin…",In your house,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",Colorado - EUA,0.0,Neutral
2023-05-25,"RT @alanfryermedia: When you lose the Toronto Star.  

“By ignoring calls for a public inquiry Johnston and Trudeau have again defaulted to…",,0.0,Neutral
2023-05-25,@nanohananaaa iPhone!!,求めた回数  いつも僕から,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,RT @AnnieSage: A meteorite fell in their bedroom. Here’s what happened next. - Scientific American https://t.co/57mpKCObpt,,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,A ver denme el Apple Watch ultra https://t.co/TqWYHAht2N,México,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…","Ipoh,perak",0.0,Neutral
2023-05-25,"RT @blakandblack: Australians backing a Voice to Parliament would be a moment of ""completion"" and ""new hope"" for Indigenous people who have…",Australia,0.13636363636363635,Positive
2023-05-25,"RT @ENHYPEN_stats: 🇯🇵 Apple Music Japan:

#100. 'Bite Me' [new]

— This is @ENHYPEN's first time entering the top 100 on Apple Music Japan.…",ミズキྀ࿐,0.29545454545454547,Positive
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,RT @iHad2GoGetit: Ngl Apple not giving us a charger &amp; headphones anymore is CRAZYYY,"Los Angeles, CA",0.0,Neutral
2023-05-25,"RT @PJM_data: 🇺🇸🇵🇷
12 hours left for BB tracking week to end!

We need every US/PR ARMY to push and go all out in both sales and streams un…",,0.0,Neutral
2023-05-25,"$RNDR Daily

Daily Bull Channel looking 👌 

Bulls continue to put pressure on mid-channel resistance, volume unrelenting. 

Just 10 days remain until the annual @Apple WWDC event ⏰ Expect waves of demand to increase as late-comers rally for position - #rndr entering BTFD mode. https://t.co/nImHacctEX",Cryptosphere,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…","Peru, lima",0.0,Neutral
2023-05-25,"@JennaBecerra01 @BleavInSoftball @NicoleAuerbach This is a gem!!!!

LINK TO FULL EPISODE ⬇️

https://t.co/9FJe1esD6Y

#NCAASoftball | #RoadToWCWS | #WCWS",,0.35,Positive
2023-05-25,"RT @WizkidtheLegend: Apple Music 🇳🇬:

🔛15. [+1] Starboy ft Wizkid - SoundMan Vol. 1
🔝
16
🔝
17
🔝
19(+38)

Wizzy baby baba nla won 🔥❤️🔥 https…",,0.0,Neutral
2023-05-25,"RT @OpenAI: We expanded the ChatGPT iOS app to 30+ more countries today! Now serving users in Algeria, Argentina, Azerbaijan, Bolivia, Braz…",同じ未来を見ていたい,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",Bogota,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,RT @Apple: Health data shouldn’t be public. The Health app helps keep it private. Privacy. That’s iPhone.,"New York, USA",0.0,Neutral
2023-05-25,"RT @Mario9jaa: Timaya ⌛️
Olamide ⌛️
Seyi Vibes ⏳

These emergency lovers of Nigeria should kuku delete their Apple Music and stop listening…","Lagos, Nigeria",0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,@dmckinney @kennethrohde @Microsoft @intel A bit line Neural Engine that has been built in all @Apple chips since 2017?,"SF Bay Area, California",0.0,Neutral
2023-05-25,"For only the second time, since I started teaching, a sweet student put an apple on my desk.  It's just the cutest little apple EVER.  Of course... Finals are next week... but still! https://t.co/vxFmQRVMrk",CA,0.040624999999999994,Positive
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",鹿児島,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,"Vote NO

Frightening’: Indigenous attendees get discount at Melbourne ice rink - Sky News Australia https://t.co/CjyfLR4HQx",,-0.5,Negative
2023-05-25,"RT @ajsteelshow: Listners/followers always ask me: AJ, how can we fight back short of a civil war?
Answer: Look at Target &amp; Bud Lite.

You…",,0.0,Neutral
2023-05-25,RT @RiqRuler: Best song ever  https://t.co/WprLbDcIqq,ARTIST,1.0,Positive
2023-05-25,"RT @WORLDMUSICAWARD: 🔝 🔟 ALBUMS ON 🌎 APPLE 🍏 MUSIC 🎶
1⃣DARK BLOOD - #Enhypen
2⃣Subtract - #EdSheeran
3⃣Midnights - #TaylorSwift
4⃣Broken By…",Balanga city Bataan,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,RT @KarthiYoga1: Michael Jackson Invincible has chart #83 on the US Apple music pop chart. Let's STREAM Invincible. https://t.co/trVCbM2gLI,,0.0,Neutral
2023-05-25,RT @alanfryermedia: “Friends and advisers often try to warn [Trudeau] off his more bizarre failures of judgment — but fail too often. Havin…,,-0.04999999999999999,Negative
2023-05-25,RT @_kohiu: angebinah on their tropical honeymoon vacation for @lesbinah ! With alternative sketches. This commission was drawn entirely on…,extraction.carrd.co for accts,0.0,Neutral
2023-05-25,"Pagi pagi sebelum 8am minum air chia seed ni. Its good for boost your metabolisma dan elak untuk sugar spike.

Chia seed
Honey ( raw )
Lemon
Apple cider vinegar ( optional )

So siapa jenis x breakfast in the morning should try this drink. https://t.co/7TPoeJZNze",malaysia,0.2346153846153846,Positive
2023-05-25,"RT @MayneOnMars: whenever I open my e-mail, there's a new “Your receipt from Apple” e-mail. https://t.co/oxjvXS2wup",Where I'm meant to be,0.06818181818181818,Positive
2023-05-25,⁦@koffiebrwn⁩ this is the most random playlist . https://t.co/2waekpPE4w,California,-0.5,Negative
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,"RT @drdave1999: A Texas high school had to postpone its graduation when only 5 seniors qualified (!!!!).

Said one parent, “Of course, with…",Bundanyabba  -  Australia,0.390625,Positive
2023-05-25,"RT @Thescarletblaze: it’s here!! available on Spotify,Apple Music and on YouTube thrilled to be a part of @scpunredacted S2 along side so m…",In your brain,0.5,Positive
2023-05-25,"“The Navy SEALs have tried for decades to strike a balance, making the selection course challenging enough to select only elite SEALs, but not so difficult that it leaves good candidates broken.” https://t.co/0aA5gD8fc3","Washington, DC",0.059999999999999984,Positive
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",日本 愛知,0.0,Neutral
2023-05-25,"RT @OpenAI: We expanded the ChatGPT iOS app to 30+ more countries today! Now serving users in Algeria, Argentina, Azerbaijan, Bolivia, Braz…",→,0.0,Neutral
2023-05-25,so scary how you can resonate with a song so much sometimes ⁦@iamlorengray⁩  https://t.co/ahwp4pPHAW,she/her | 20 ,-0.15,Negative
2023-05-25,"RT @UpdateHLD: Faith In The Future (Bonus Edition) is available to listen on all streaming platforms with additional songs Change, High In…",,0.18666666666666668,Positive
2023-05-25,RT @abdullahayofel: 100 iPhone 13 and 6 brand new cars to be won at the Renewed Hope Youth Concert this night… https://t.co/5APFk96f18,,0.13636363636363635,Positive
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",ゆかり王国,0.0,Neutral
2023-05-25,RT @everymovieplug: New Apple TV+ series starring Idris Elba 🔥 https://t.co/J0EDDFD4Su,"Florida, USA",0.13636363636363635,Positive
2023-05-25,"RT @ungodlywests: tlm is in theaters now! 
soundtrack: https://t.co/dSgF8byxkj
tickets: https://t.co/2fWjSxGmyf

 https://t.co/NSGoOsIZRQ",23 yo,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",India,0.0,Neutral
2023-05-25,"RT @SHINee: SHINee WORLD! Let's celebrate SHINee's 15th Debut Anniversary and stream SHINee Essentials Playlist on @AppleMusic💎

🎧 https://…",Republic of the Philippines,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,RT @DarkBlue420: 911! Twitter won’t let me tweet about abortion! The tweets go straight to drafts! It’s happened many times. Here’s the sto…,"Nevada, USA",0.375,Positive
2023-05-25,RT @ChartMorissette: .@itsMorissette's Something Only We Know (Her Version) is now at #6 on iTunes Philippines Top Songs under All Genres.…,,0.5,Positive
2023-05-25,"RT @WizkidtheLegend: Apple Music 🇳🇬:

17. [+2] Starboy ft Wizkid - SoundMan Vol. 1 https://t.co/g1ZGBOaPMF",,0.0,Neutral
2023-05-25,"THREE iPhone Fast Charging Bundles for for $13.49! (reg $59)
--Save 75% with promo code 75I8R7VA
https://t.co/znb2CursXJ

2nd Gen Airpod Pros for $149! (retail $249)
*open box return with warranty, NOT used!
https://t.co/oo7EF7nkzC https://t.co/vATXYOznvg",📧 promo@fatkiddeals.com,0.08333333333333333,Positive
2023-05-25,"RT @WORLDMUSICAWARD: 🔝 🔟 ALBUMS ON 🌎 APPLE 🍏 MUSIC 🎶
1⃣DARK BLOOD - #Enhypen
2⃣Subtract - #EdSheeran
3⃣Midnights - #TaylorSwift
4⃣Broken By…",21+ || stan accnt 🇵🇭🇻🇳,0.0,Neutral
2023-05-25,RT @DarkBlue420: 911! Twitter won’t let me tweet about abortion! The tweets go straight to drafts! It’s happened many times. Here’s the sto…,,0.375,Positive
2023-05-25,"RT @thebandGHOST: [MESSAGE FROM THE CLERGY]

We wish to inform you Ghost's catalog from Infestissumam to present is now available on @Apple…","Poconos, US",-0.11666666666666665,Negative
2023-05-25,"RT @hoffman_noa: EXC with @MrHarryCole 

Angela Rayner tried to sting the taxpayer for another pair of expensive Apple AirPods, it can be r…",,-0.5,Negative
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,"RT @thegoalkeeper: New from me:

A trip behind the scenes at the Apple-MLS studios in New York.

A place that once hosted Regis Philbin and…","Toronto, Ontario",-0.04242424242424244,Negative
2023-05-25,"RT @encreasevoting: [MCOUNTDOWN TUTORIAL]

ENGENES! Let's give #ENHYPEN their first win on Mcountdown. Download Mnet Plus now and register…",Enhypen's heart 💙,0.03750000000000001,Positive
2023-05-25,"Very easy to build email marketing list from your mobile phone with Email Lead Generator iOS app  https://t.co/0ellkkjzUw  

#emailmarketing #Email  #leadgenerator #Leadbuilding",Chicago,0.43333333333333335,Positive
2023-05-25,RT @thehowie: “would also roll back $10 billion of the $80 billion Congress approved last year for an I.R.S. crackdown on high earners and…,"New York Back the ""f"" off 😖",0.05333333333333334,Positive
2023-05-25,RT @wolfliink: apple picking! :) #TearsOfTheKingdom https://t.co/vtULwqVrtZ,,0.5,Positive
2023-05-25,RT @verge: Belkin’s fast-charging Apple Watch power bank might actually be witchcraft https://t.co/EnjaQu6gwU https://t.co/5vMbVS2KNx,"Mars, Hwaseong",0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",石川 金沢市,0.0,Neutral
2023-05-25,"@MrJenus @spaceground_io My phone is android, can't download the apple app 😓 https://t.co/gJuQlv0zQc",#6⃣5⃣🎹,0.0,Neutral
2023-05-25,"hes just a kid, so he needs to return his ipad to his adoptive mother who doesn't love him. 🤍 https://t.co/3XTeGPPyhX","les, fem, blk, 16 🤍 trisha 1x",0.5,Positive
2023-05-25,"RT @AbayaMindanao: Fam, tap your IOS users friends/family and ask them to purchase, we’ll be in charge for the payment. 

Also,  let’s join…","British Columbia, Canada",0.0,Neutral
2023-05-25,Florida mother behind ban on Amanda Gorman poem has Proud Boys links - The Guardian https://t.co/uEyZUxtACv,"State Of California, U.S.A.  🇺🇸",0.2,Positive
2023-05-25,"RT @thebandGHOST: [MESSAGE FROM THE CLERGY]

We wish to inform you Ghost's catalog from Infestissumam to present is now available on @Apple…","Orlando, FL",-0.11666666666666665,Negative
2023-05-25,"RT @JoelOsteen: Get this down in your spirit: a super bloom season is coming. Dreams are coming to pass, opportunities are finding you, goo…",Lagos,0.3333333333333333,Positive
2023-05-25,RT @lakeyah: The way megan rode this mf … needs to be studied 🫣 https://t.co/92RDy7Kuvz,in his mouth & his pockets.,0.0,Neutral
2023-05-25,Will say the angry playlist on Apple Music really does help lol,"Ottawa, Ontario",0.16666666666666666,Positive
2023-05-25,"@meauxtothe Nah, you should have seen it. I could take my eyes off of him! 
Beyoncé would have been proud of me with this short set I bought!  Lmaooo

https://t.co/oC2E59cJGF","New York, NY",0.4,Positive
2023-05-25,devil is a liar  https://t.co/KVw6bi34SP,Johannesburg,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…","Dallas, TX",0.0,Neutral
2023-05-25,"In unprecedented vote, Texas lawmakers recommend attorney general be impeached - The Texas Tribune
👀👇 https://t.co/B5KbVOCgsq", Texas,0.325,Positive
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",Street,0.0,Neutral
2023-05-25,Okay sooo I’m back on Apple Music but with the Voice subscription every since I found a dancehall radio station,"Maine, USA",0.25,Positive
2023-05-25,Jimin's AM playlist https://t.co/1quul81Esy,United Kingdom,0.0,Neutral
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,"RT @thebandGHOST: [MESSAGE FROM THE CLERGY]

We wish to inform you Ghost's catalog from Infestissumam to present is now available on @Apple…",,-0.11666666666666665,Negative
2023-05-25,"@DrLoupis My guess it’s the person with the huge head, feet, hands, adams apple, face, and body.",,0.4000000000000001,Positive
2023-05-25,"RT @thomasmay_eth: The #Refund airdrop is Ending!

Connect and Claim $RFD tokens at
🔗 https://t.co/18NeXfo5NG

#NextPEPE $VIX #FOMC Snipa N…",,0.0,Neutral
2023-05-25,@SupraMiqote 3DS is now the new iPhone with Flappy Bird installed,England,0.13636363636363635,Positive
2023-05-25,RT @WORLDMUSICAWARD: #Enhypen's amazing 4th mini album #DARKBLOOD tops the Worldwide Apple Music Album chart for a 2nd straight day after l…,,0.26666666666666666,Positive
2023-05-25,@VaibhZ_JCVP11 Apple trade in have been always a scam and they make money and third party makes margin money.,"New York, USA",0.0,Neutral
2023-05-25,@dieinthecity blow up her phone and her ipad ig?,27 | she/her | 🏳️‍🌈,0.0,Neutral
2023-05-25,"RT @bakadabri_: I no dey shit and chop for the same location. 

Mohammed Kudus #PerfectMatchExtra Randy Abbey Fella Makafui Volta Region Ap…","Oyarifa, Ghana",-0.2,Negative
2023-05-25,@Squad_Busters When will the game come on iOS devices?,,-0.4,Negative
2023-05-25,Trust issues only getting worse upon discovering that the world has had Apple cinnamon sugar for some time now. 😫 https://t.co/KwaXcgEHvo,Osaka City,-0.4,Negative
2023-05-25,RT @Ekorso_: ‘@stonebwoy’s #5thDimension has moved +40 places up on Qatar Apple Music Top Albums 🔥🔥 https://t.co/0f0pb19ilD,Africa,0.5,Positive
2023-05-25,"RT @thebandGHOST: [MESSAGE FROM THE CLERGY]

We wish to inform you Ghost's catalog from Infestissumam to present is now available on @Apple…",I’m not sure anymore,-0.11666666666666665,Negative
2023-05-25,"I appealed my permaban on @jonahofninevah. 

Twitter just said “persuade us and we’ll think about it” (paraphrased).

I’m really sick of this iPad.",,-0.7142857142857143,Negative
